Complements B Sales Volume[complementor side]
0	18
1	21
2	25
3	29
4	36
5	38
6	45
7	56
8	63
9	77
10	81
11	89
12	112
13	120
14	140
15	169
16	184
17	191
18	205
19	221
20	241
21	261
22	273
23	283
24	300
25	312
26	325
27	328
28	333
29	338
30	348
31	354
32	364
33	375
34	379
35	386
36	400
37	405
38	411
39	419
40	424
41	434
42	440
43	453
44	458
45	465
46	477
47	492
48	503
49	509
50	524
51	543
52	559
53	569
54	581
55	594
56	606
57	620
58	640
59	664
60	686
61	703
62	729
63	751
64	770
65	782
66	796
67	818
68	836
69	859
70	881
71	897
72	916
73	927
74	943
75	959
76	975
77	983
78	995
79	1010
80	1028
81	1045
82	1067
83	1088
84	1106
85	1116
86	1133
87	1152
88	1167
89	1184
90	1196
91	1215
92	1235
93	1248
94	1263
95	1275
96	1289
97	1301
98	1313
99	1332
100	1340
101	1349
102	1358
103	1363
104	1369
105	1377
106	1385
107	1394
108	1398
109	1406
110	1414
111	1418
112	1423
113	1425
114	1426
115	1429
116	1431
117	1434
118	1439
119	1441
120	1444
121	1446
122	1446
123	1449
124	1451
125	1451
126	1451
127	1451
128	1451
129	1451
130	1452
131	1452
132	1454
